productCode,productName,customerName,orderDate,orderLineNumber,total_price
S12_1099,"1968 Ford Mustang","Euro+ Shopping Channel",2003-12-02,3,2099.37
S12_1099,"1968 Ford Mustang","Euro+ Shopping Channel",2003-12-02,4,2099.37
S12_1099,"1968 Ford Mustang","Euro+ Shopping Channel",2003-12-02,5,2099.37
S12_1099,"1968 Ford Mustang","Euro+ Shopping Channel",2003-12-02,6,2099.37
S12_1099,"1968 Ford Mustang","Euro+ Shopping Channel",2003-12-02,7,2099.37
S12_1099,"1968 Ford Mustang","Euro+ Shopping Channel",2003-12-02,8,2099.37
S12_1099,"1968 Ford Mustang","Euro+ Shopping Channel",2003-12-02,9,2099.37
S12_1099,"1968 Ford Mustang","Euro+ Shopping Channel",2003-12-02,10,2099.37
S12_1099,"1968 Ford Mustang","Euro+ Shopping Channel",2003-12-02,11,2099.37
S18_1662,"1980s Black Hawk Helicopter","Euro+ Shopping Channel",2004-06-24,1,2049.97
S18_1662,"1980s Black Hawk Helicopter","Euro+ Shopping Channel",2004-06-24,2,2049.97
S18_1662,"1980s Black Hawk Helicopter","Euro+ Shopping Channel",2004-06-24,3,2049.97
S18_1662,"1980s Black Hawk Helicopter","Euro+ Shopping Channel",2004-06-24,4,2049.97
S18_1662,"1980s Black Hawk Helicopter","Euro+ Shopping Channel",2004-06-24,5,2049.97
S18_1662,"1980s Black Hawk Helicopter","Euro+ Shopping Channel",2004-06-24,6,2049.97
S18_1662,"1980s Black Hawk Helicopter","Euro+ Shopping Channel",2004-06-24,7,2049.97
S18_1662,"1980s Black Hawk Helicopter","Euro+ Shopping Channel",2004-06-24,8,2049.97
S18_1662,"1980s Black Hawk Helicopter","Euro+ Shopping Channel",2004-06-24,9,2049.97
S18_1662,"1980s Black Hawk Helicopter","Euro+ Shopping Channel",2004-06-24,10,2049.97
S18_1662,"1980s Black Hawk Helicopter","Euro+ Shopping Channel",2004-06-24,11,2049.97
S18_1662,"1980s Black Hawk Helicopter","Euro+ Shopping Channel",2004-06-24,12,2049.97
S18_1662,"1980s Black Hawk Helicopter","Euro+ Shopping Channel",2004-06-24,13,2049.97
S18_1662,"1980s Black Hawk Helicopter","Euro+ Shopping Channel",2004-06-24,14,2049.97
S18_1662,"1980s Black Hawk Helicopter","Euro+ Shopping Channel",2004-06-24,15,2049.97
S18_1662,"1980s Black Hawk Helicopter","Euro+ Shopping Channel",2004-06-24,16,2049.97
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2003-12-02,1,2047.37
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2003-12-02,2,2047.37
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2003-12-02,3,2047.37
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2003-12-02,4,2047.37
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2003-12-02,5,2047.37
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2003-12-02,6,2047.37
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2003-12-02,7,2047.37
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2003-12-02,8,2047.37
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2003-12-02,9,2047.37
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2003-12-02,10,2047.37
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2003-12-02,11,2047.37
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2005-05-03,1,2047.37
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2005-05-03,2,2047.37
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2005-05-03,3,2047.37
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2005-05-03,4,2047.37
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2005-05-03,5,2047.37
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2005-05-03,6,2047.37
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2005-05-03,7,2047.37
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2005-05-03,8,2047.37
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2005-05-03,9,2047.37
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2005-05-03,10,2047.37
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2005-05-03,11,2047.37
S18_2795,"1928 Mercedes-Benz SSK","Euro+ Shopping Channel",2005-02-16,1,2040.22
S18_2795,"1928 Mercedes-Benz SSK","Euro+ Shopping Channel",2005-02-16,2,2040.22
S18_2795,"1928 Mercedes-Benz SSK","Euro+ Shopping Channel",2005-02-16,3,2040.22
S18_2795,"1928 Mercedes-Benz SSK","Euro+ Shopping Channel",2005-02-16,4,2040.22
S18_2795,"1928 Mercedes-Benz SSK","Euro+ Shopping Channel",2005-02-16,5,2040.22
S18_2795,"1928 Mercedes-Benz SSK","Euro+ Shopping Channel",2005-02-16,6,2040.22
S18_2795,"1928 Mercedes-Benz SSK","Euro+ Shopping Channel",2005-02-16,7,2040.22
S18_2795,"1928 Mercedes-Benz SSK","Euro+ Shopping Channel",2005-02-16,8,2040.22
S18_2795,"1928 Mercedes-Benz SSK","Euro+ Shopping Channel",2005-02-16,9,2040.22
S18_2795,"1928 Mercedes-Benz SSK","Euro+ Shopping Channel",2005-02-16,10,2040.22
S18_2795,"1928 Mercedes-Benz SSK","Euro+ Shopping Channel",2005-02-16,11,2040.22
S18_2795,"1928 Mercedes-Benz SSK","Euro+ Shopping Channel",2005-02-16,12,2040.22
S18_2795,"1928 Mercedes-Benz SSK","Euro+ Shopping Channel",2005-02-16,13,2040.22
S18_1749,"1917 Grand Touring Sedan","Euro+ Shopping Channel",2005-02-10,1,2033.20
S18_1749,"1917 Grand Touring Sedan","Euro+ Shopping Channel",2005-02-10,2,2033.20
S18_1749,"1917 Grand Touring Sedan","Euro+ Shopping Channel",2005-02-10,3,2033.20
S18_1749,"1917 Grand Touring Sedan","Euro+ Shopping Channel",2005-02-10,4,2033.20
S18_1749,"1917 Grand Touring Sedan","Euro+ Shopping Channel",2005-02-10,5,2033.20
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2004-01-16,1,2025.27
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2004-01-16,2,2025.27
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2004-01-16,3,2025.27
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2004-01-16,4,2025.27
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2004-01-16,5,2025.27
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2004-01-16,6,2025.27
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2004-01-16,7,2025.27
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2004-01-16,8,2025.27
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2004-01-16,9,2025.27
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2004-01-16,10,2025.27
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2004-01-16,11,2025.27
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2004-01-16,12,2025.27
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2004-01-16,13,2025.27
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2004-01-16,14,2025.27
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2004-01-16,15,2025.27
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2004-01-16,16,2025.27
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2005-02-22,1,2025.27
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2005-02-22,2,2025.27
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2005-02-22,3,2025.27
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2005-02-22,4,2025.27
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2005-02-22,5,2025.27
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2005-02-22,6,2025.27
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2005-02-22,7,2025.27
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2005-02-22,8,2025.27
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2005-02-22,9,2025.27
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2005-02-22,10,2025.27
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2005-02-22,11,2025.27
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2005-02-22,12,2025.27
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2005-02-22,13,2025.27
S12_3891,"1969 Ford Falcon","Euro+ Shopping Channel",2003-09-28,1,2024.36
S12_3891,"1969 Ford Falcon","Euro+ Shopping Channel",2003-09-28,2,2024.36
S12_3891,"1969 Ford Falcon","Euro+ Shopping Channel",2003-09-28,3,2024.36
S12_3891,"1969 Ford Falcon","Euro+ Shopping Channel",2003-09-28,4,2024.36
S12_3891,"1969 Ford Falcon","Euro+ Shopping Channel",2003-09-28,5,2024.36
S12_3891,"1969 Ford Falcon","Euro+ Shopping Channel",2003-09-28,6,2024.36
S12_3891,"1969 Ford Falcon","Euro+ Shopping Channel",2003-09-28,7,2024.36
S12_3891,"1969 Ford Falcon","Euro+ Shopping Channel",2003-09-28,8,2024.36
S12_3891,"1969 Ford Falcon","Euro+ Shopping Channel",2003-09-28,9,2024.36
S12_3891,"1969 Ford Falcon","Euro+ Shopping Channel",2003-09-28,10,2024.36
S12_3891,"1969 Ford Falcon","Euro+ Shopping Channel",2003-09-28,11,2024.36
S12_3891,"1969 Ford Falcon","Euro+ Shopping Channel",2003-09-28,12,2024.36
S12_3891,"1969 Ford Falcon","Euro+ Shopping Channel",2003-09-28,13,2024.36
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2005-05-03,1,1958.19
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2005-05-03,2,1958.19
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2005-05-03,3,1958.19
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2005-05-03,4,1958.19
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2005-05-03,5,1958.19
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2005-05-03,6,1958.19
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2005-05-03,7,1958.19
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2005-05-03,8,1958.19
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2005-05-03,9,1958.19
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2005-05-03,10,1958.19
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2005-05-03,11,1958.19
S10_1949,"1952 Alpine Renault 1300","Mini Gifts Distributors Ltd.",2004-10-21,1,1928.70
S10_1949,"1952 Alpine Renault 1300","Mini Gifts Distributors Ltd.",2004-10-21,2,1928.70
S10_1949,"1952 Alpine Renault 1300","Mini Gifts Distributors Ltd.",2004-10-21,3,1928.70
S10_1949,"1952 Alpine Renault 1300","Mini Gifts Distributors Ltd.",2004-10-21,4,1928.70
S10_1949,"1952 Alpine Renault 1300","Mini Gifts Distributors Ltd.",2004-10-21,5,1928.70
S10_1949,"1952 Alpine Renault 1300","Mini Gifts Distributors Ltd.",2004-10-21,6,1928.70
S10_1949,"1952 Alpine Renault 1300","Mini Gifts Distributors Ltd.",2004-10-21,7,1928.70
S10_1949,"1952 Alpine Renault 1300","Mini Gifts Distributors Ltd.",2004-10-21,8,1928.70
S10_1949,"1952 Alpine Renault 1300","Mini Gifts Distributors Ltd.",2004-10-21,9,1928.70
S10_1949,"1952 Alpine Renault 1300","Mini Gifts Distributors Ltd.",2004-10-21,10,1928.70
S10_1949,"1952 Alpine Renault 1300","Mini Gifts Distributors Ltd.",2004-10-21,11,1928.70
S10_1949,"1952 Alpine Renault 1300","Mini Gifts Distributors Ltd.",2004-10-21,12,1928.70
S10_1949,"1952 Alpine Renault 1300","Mini Gifts Distributors Ltd.",2004-10-21,13,1928.70
S10_1949,"1952 Alpine Renault 1300","Mini Gifts Distributors Ltd.",2004-10-21,14,1928.70
S10_1949,"1952 Alpine Renault 1300","Mini Gifts Distributors Ltd.",2004-10-21,15,1928.70
S10_1949,"1952 Alpine Renault 1300","Mini Gifts Distributors Ltd.",2004-10-21,16,1928.70
S10_1949,"1952 Alpine Renault 1300","Mini Gifts Distributors Ltd.",2004-10-21,17,1928.70
S18_3482,"1976 Ford Gran Torino","Euro+ Shopping Channel",2005-02-10,1,1910.87
S18_3482,"1976 Ford Gran Torino","Euro+ Shopping Channel",2005-02-10,2,1910.87
S18_3482,"1976 Ford Gran Torino","Euro+ Shopping Channel",2005-02-10,3,1910.87
S18_3482,"1976 Ford Gran Torino","Euro+ Shopping Channel",2005-02-10,4,1910.87
S18_3482,"1976 Ford Gran Torino","Euro+ Shopping Channel",2005-02-10,5,1910.87
S18_3482,"1976 Ford Gran Torino","Euro+ Shopping Channel",2005-02-10,6,1910.87
S18_3482,"1976 Ford Gran Torino","Euro+ Shopping Channel",2005-02-10,7,1910.87
S18_3482,"1976 Ford Gran Torino","Euro+ Shopping Channel",2005-02-10,8,1910.87
S18_3482,"1976 Ford Gran Torino","Euro+ Shopping Channel",2005-02-10,9,1910.87
S18_3482,"1976 Ford Gran Torino","Euro+ Shopping Channel",2005-02-10,10,1910.87
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2004-05-05,1,1893.19
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2004-05-05,2,1893.19
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2004-05-05,3,1893.19
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2004-05-05,4,1893.19
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2004-05-05,5,1893.19
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2004-05-05,6,1893.19
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2004-05-05,7,1893.19
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2004-05-05,8,1893.19
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2004-05-05,9,1893.19
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2004-05-05,10,1893.19
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2004-05-05,11,1893.19
S12_2823,"2002 Suzuki XREO","Euro+ Shopping Channel",2005-05-13,1,1879.80
S12_2823,"2002 Suzuki XREO","Euro+ Shopping Channel",2005-05-13,2,1879.80
S12_2823,"2002 Suzuki XREO","Euro+ Shopping Channel",2005-05-13,3,1879.80
S12_2823,"2002 Suzuki XREO","Euro+ Shopping Channel",2005-05-13,4,1879.80
S12_2823,"2002 Suzuki XREO","Euro+ Shopping Channel",2005-05-13,5,1879.80
S12_2823,"2002 Suzuki XREO","Euro+ Shopping Channel",2005-05-13,6,1879.80
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2004-05-05,1,1873.04
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2004-05-05,2,1873.04
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2004-05-05,3,1873.04
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2004-05-05,4,1873.04
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2004-05-05,5,1873.04
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2004-05-05,6,1873.04
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2004-05-05,7,1873.04
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2004-05-05,8,1873.04
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2004-05-05,9,1873.04
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2004-05-05,10,1873.04
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2004-05-05,11,1873.04
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2004-12-10,1,1851.85
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2004-12-10,2,1851.85
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2004-12-10,3,1851.85
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2004-12-10,4,1851.85
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2004-12-10,5,1851.85
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2004-12-10,6,1851.85
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2004-12-10,7,1851.85
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2004-12-10,8,1851.85
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2004-12-10,9,1851.85
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2004-12-10,10,1851.85
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2004-12-10,11,1851.85
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2004-12-10,12,1851.85
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2004-12-10,13,1851.85
S18_2238,"1998 Chrysler Plymouth Prowler","Euro+ Shopping Channel",2004-12-10,14,1851.85
S18_2795,"1928 Mercedes-Benz SSK","Euro+ Shopping Channel",2004-04-29,1,1842.75
S18_2795,"1928 Mercedes-Benz SSK","Euro+ Shopping Channel",2004-04-29,2,1842.75
S18_2795,"1928 Mercedes-Benz SSK","Euro+ Shopping Channel",2004-04-29,3,1842.75
S18_2795,"1928 Mercedes-Benz SSK","Euro+ Shopping Channel",2004-04-29,4,1842.75
S18_2795,"1928 Mercedes-Benz SSK","Euro+ Shopping Channel",2004-04-29,5,1842.75
S18_2795,"1928 Mercedes-Benz SSK","Euro+ Shopping Channel",2004-04-29,6,1842.75
S18_2795,"1928 Mercedes-Benz SSK","Euro+ Shopping Channel",2004-04-29,7,1842.75
S18_2795,"1928 Mercedes-Benz SSK","Euro+ Shopping Channel",2004-04-29,8,1842.75
S18_2795,"1928 Mercedes-Benz SSK","Euro+ Shopping Channel",2004-04-29,9,1842.75
S24_3856,"1956 Porsche 356A Coupe","Euro+ Shopping Channel",2003-12-02,1,1825.59
S24_3856,"1956 Porsche 356A Coupe","Euro+ Shopping Channel",2003-12-02,2,1825.59
S24_3856,"1956 Porsche 356A Coupe","Euro+ Shopping Channel",2003-12-02,3,1825.59
S24_3856,"1956 Porsche 356A Coupe","Euro+ Shopping Channel",2003-12-02,4,1825.59
S24_3856,"1956 Porsche 356A Coupe","Euro+ Shopping Channel",2003-12-02,5,1825.59
S24_3856,"1956 Porsche 356A Coupe","Euro+ Shopping Channel",2003-12-02,6,1825.59
S24_3856,"1956 Porsche 356A Coupe","Euro+ Shopping Channel",2003-12-02,7,1825.59
S24_3856,"1956 Porsche 356A Coupe","Euro+ Shopping Channel",2003-12-02,8,1825.59
S24_3856,"1956 Porsche 356A Coupe","Euro+ Shopping Channel",2003-12-02,9,1825.59
S24_3856,"1956 Porsche 356A Coupe","Euro+ Shopping Channel",2003-12-02,10,1825.59
S24_3856,"1956 Porsche 356A Coupe","Euro+ Shopping Channel",2003-12-02,11,1825.59
S18_2795,"1928 Mercedes-Benz SSK","Euro+ Shopping Channel",2003-12-03,1,1798.94
S18_2795,"1928 Mercedes-Benz SSK","Euro+ Shopping Channel",2003-12-03,2,1798.94
S18_2795,"1928 Mercedes-Benz SSK","Euro+ Shopping Channel",2003-12-03,3,1798.94
S18_2795,"1928 Mercedes-Benz SSK","Euro+ Shopping Channel",2003-12-03,4,1798.94
S18_2795,"1928 Mercedes-Benz SSK","Euro+ Shopping Channel",2003-12-03,5,1798.94
S10_1949,"1952 Alpine Renault 1300","Mini Gifts Distributors Ltd.",2004-12-10,1,1793.70
S10_1949,"1952 Alpine Renault 1300","Mini Gifts Distributors Ltd.",2004-12-10,2,1793.70
S10_1949,"1952 Alpine Renault 1300","Mini Gifts Distributors Ltd.",2004-12-10,3,1793.70
S10_1949,"1952 Alpine Renault 1300","Mini Gifts Distributors Ltd.",2004-12-10,4,1793.70
S10_1949,"1952 Alpine Renault 1300","Mini Gifts Distributors Ltd.",2004-12-10,5,1793.70
S10_1949,"1952 Alpine Renault 1300","Mini Gifts Distributors Ltd.",2004-12-10,6,1793.70
S10_1949,"1952 Alpine Renault 1300","Mini Gifts Distributors Ltd.",2004-12-10,7,1793.70
S10_1949,"1952 Alpine Renault 1300","Mini Gifts Distributors Ltd.",2004-12-10,8,1793.70
S10_1949,"1952 Alpine Renault 1300","Mini Gifts Distributors Ltd.",2004-12-10,9,1793.70
S10_1949,"1952 Alpine Renault 1300","Mini Gifts Distributors Ltd.",2004-12-10,10,1793.70
S18_4027,"1970 Triumph Spitfire","Euro+ Shopping Channel",2005-02-22,1,1792.44
S18_4027,"1970 Triumph Spitfire","Euro+ Shopping Channel",2005-02-22,2,1792.44
S18_4027,"1970 Triumph Spitfire","Euro+ Shopping Channel",2005-02-22,3,1792.44
S18_4027,"1970 Triumph Spitfire","Euro+ Shopping Channel",2005-02-22,4,1792.44
S18_4027,"1970 Triumph Spitfire","Euro+ Shopping Channel",2005-02-22,5,1792.44
S18_4027,"1970 Triumph Spitfire","Euro+ Shopping Channel",2005-02-22,6,1792.44
S18_4027,"1970 Triumph Spitfire","Euro+ Shopping Channel",2005-02-22,7,1792.44
S18_4027,"1970 Triumph Spitfire","Euro+ Shopping Channel",2005-02-22,8,1792.44
S18_4027,"1970 Triumph Spitfire","Euro+ Shopping Channel",2005-02-22,9,1792.44
S18_4027,"1970 Triumph Spitfire","Euro+ Shopping Channel",2005-02-22,10,1792.44
S18_4027,"1970 Triumph Spitfire","Euro+ Shopping Channel",2005-02-22,11,1792.44
S18_4027,"1970 Triumph Spitfire","Euro+ Shopping Channel",2005-02-22,12,1792.44
S18_4027,"1970 Triumph Spitfire","Euro+ Shopping Channel",2005-02-22,13,1792.44
S24_3856,"1956 Porsche 356A Coupe","Euro+ Shopping Channel",2004-12-07,1,1789.06
S24_3856,"1956 Porsche 356A Coupe","Euro+ Shopping Channel",2004-12-07,2,1789.06
S24_3856,"1956 Porsche 356A Coupe","Euro+ Shopping Channel",2004-12-07,3,1789.06
S24_3856,"1956 Porsche 356A Coupe","Euro+ Shopping Channel",2004-12-07,4,1789.06
S24_3856,"1956 Porsche 356A Coupe","Euro+ Shopping Channel",2004-12-07,5,1789.06
S24_3856,"1956 Porsche 356A Coupe","Euro+ Shopping Channel",2004-12-07,6,1789.06
